celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,N/A,N/A,N/A,N/A
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,N/A,N/A,N/A,N/A
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,N/A,N/A,N/A,N/A
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,N/A,N/A,N/A,N/A
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6,6,6,N/A,8,7.5,7,N/A,7,6,6,N/A,8,8,8,N/A,8,8,8,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,N/A,8,7.5,8.5,N/A,7,7,7,N/A,8,8,8,N/A,10,9,10,N/A,7,8,8,8,10,10,10,N/A,9,8.5,9,N/A,8.5,8,9,N/A,9.7777,9.3333,9.7777,10,N/A,N/A,N/A,N/A
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,N/A,8,8,8,N/A,9,7,9,N/A,10,9,10,N/A,10,10,10,N/A,10,9,10,10,9,9,9,N/A,10,10,10,N/A,9.5,9.5,10,N/A,10,10,10,10,N/A,N/A,N/A,N/A
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,N/A,6.5,6,6.5,N/A,7,7,7,N/A,7,8,8,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,N/A,6.5,6.5,6.5,N/A,7,7,7,N/A,8,8,8,N/A,9,9,9,N/A,9,9,9,9,8,8,8,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,N/A,6.5,6,7,N/A,7,7,7,N/A,8,8,8,N/A,9,8,8,N/A,9,9,10,9,8,8,8.5,N/A,8.5,8.5,8.5,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,N/A,7.5,7,7.5,N/A,8,7,7,N/A,9,9,9,N/A,9,9,9,N/A,8,8,7,8,9.5,9.5,9.5,N/A,8,8,8,N/A,9,9.5,9.5,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,N/A,6,5,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,N/A,7.5,7.5,7.5,N/A,9,9,9,N/A,9,8,9,N/A,9,10,9,N/A,10,10,10,10,8.5,8.5,8.5,N/A,9.5,8.5,9,N/A,9.5,9,10,N/A,10,10,10,10,N/A,N/A,N/A,N/A
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,N/A,7,6.5,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,N/A,7,6,6,N/A,7,7,7,N/A,8,7,7,N/A,7,8,7,N/A,7,6,7,6,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6,5,5,N/A,7,6.5,7,N/A,8,7,8,N/A,8,8,8,N/A,9,8,8,N/A,7,7,9,7,9.5,9.5,9.5,N/A,8,7.5,8,N/A,8,8,8,N/A,9,9.5,9.5,9.5,N/A,N/A,N/A,N/A
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7,7,7,N/A,8,8,7.5,N/A,7,8,8,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,9,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,N/A,7.5,8,7,7,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,N/A,8.5,9.5,8.5,8.5,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,N/A,7.5,8.5,8,7.5,7,8,7,7,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,N/A,8.5,8.5,8,8,8,9,7,9,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,N/A,9,10,9,9,9,9,8,9,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,N/A,8,9,8,8,8.5,9.5,8.5,8.5,9,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,N/A,7.5,8,8,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,N/A,9,9.5,9,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7,7,8,N/A,9,8,9,N/A,10,10,10,N/A,8,8,8,N/A,10,9,10,N/A,10,10,10,N/A,9.5,9,9.5,N/A,10,10,10,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7,5,6,N/A,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8,8,8,N/A,10,9,10,N/A,10,9.5,10,N/A,10,9.5,9.5,N/A,10,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,N/A,7,6.5,7,N/A,8,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,N/A,7.5,6.5,7.5,N/A,7,7,7,N/A,7,7,7,N/A,8,8,8,N/A,6,7,6,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,N/A,9,8,9,N/A,9,9,9,N/A,10,9,10,N/A,9,8,10,N/A,10,10,10,N/A,10,9,10,N/A,9,9,9.5,N/A,10,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,N/A,6.5,6,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,N/A,8,7.5,7.5,N/A,8,8,8,N/A,9,8,9,N/A,9,8,8,N/A,8,8,8,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,N/A,8,7.5,8,N/A,9,8,9,N/A,7,7,8,N/A,9,8,9,N/A,8,9,9,N/A,9,8.5,9,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,N/A,7,6,6.5,N/A,8,7,8,N/A,7,6,7,N/A,7,7,7,N/A,8,7,7,N/A,9,8.5,9,N/A,7.5,7.5,7.5,N/A,9,9,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,N/A,9,8,9,N/A,9,9,9,N/A,9,8,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,N/A,8,8.5,8,N/A,9,8,9,N/A,8,8,9,N/A,10,9,10,N/A,9,9,9,N/A,9,9,9.5,N/A,9.5,9.5,10,N/A,9.5,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,N/A,5.5,6,6,N/A,6,6,6,N/A,5,5,5,N/A,6,5,6,N/A,8,7,7,N/A,8,7.5,8,N/A,8,7.5,7.5,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,5,5,N/A,7,7,7,N/A,8,8,8,N/A,7,7,6,6,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8.6666,8.6666,8.6666,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,7,7,N/A,7,6,7,N/A,8,7,8,N/A,7,7,7,7,9,8,9,N/A,9,9,9,N/A,9,9,9,N/A,10.6666,10.6666,10.6666,N/A,9,8.5,9.5,9,8.5,8.5,8.5,N/A,0,0,0,N/A
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,5,5,N/A,7,6,7,N/A,7,6,7,N/A,8,8,8,8,9,8,9,N/A,9,8,9,N/A,8.5,8.5,8.5,N/A,9.6666,9.6666,10.6666,N/A,9,9,9.5,9.5,9.5,9.5,9.5,N/A,10,9.5,10,N/A
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5,5,5,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5,3,3,N/A,4,4,4,N/A,4,4,4,N/A,5,7,4,4,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,6,6,N/A,6,6,6,N/A,7,8,8,N/A,7,8,8,8,8,8,8,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,4,N/A,6,5,5,N/A,5,5,5,N/A,5,6,5,5,7,6,6,N/A,7,7,7,N/A,7,7,7,N/A,7,7,6,N/A,6.5,6,6.5,6,0,0,0,N/A,0,0,0,N/A
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6,5,6,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,6,6,N/A,6,6,7,N/A,6,7,7,N/A,8,8,8,8,8,7,8,N/A,9,8,9,N/A,9,9,9,N/A,8,8,8,N/A,9,9,8.5,8.5,9,9,9,N/A,9.5,9.5,9.5,N/A
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,5,6,N/A,7,6,7,N/A,8,8,8,N/A,8,8,8,8,9,9,9,N/A,8,9,8,N/A,9,9,9,N/A,10,10,10,N/A,10,10,10,10,10,9.5,10,N/A,10,10,10,N/A
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,5,6,N/A,7,5,7,N/A,5,5,6,N/A,7,7,7,7,7,7,7,N/A,9,8,8,N/A,8.5,8,8,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,7,6,N/A,8,8,8,N/A,7,7,7,N/A,8,8,8,8,9,7,9,N/A,8,8,8,N/A,8.5,9,8.5,N/A,10.6666,9.6666,10.6666,N/A,9,8.5,9,9,9,9,9,N/A,10,9.5,9.5,N/A
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,6,6,N/A,6,6,6,N/A,5,5,5,N/A,7,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,6,6,N/A,7,7,6,N/A,7,6,7,N/A,7,7,7,N/A,7,6,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,5,4,N/A,6,6,6,N/A,7,7,8,N/A,7,8,7,N/A,6,6,7,N/A,8,8,8,N/A,9,9,8,N/A,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,7,7,N/A,5,5,5,N/A,6,6,6,N/A,10,9,9,N/A,8,8,8,N/A,6,6,6,N/A,9,9,9,N/A,8.6666,9.6666,8.6666,N/A,9.6666,9.6666,9.6666,N/A,9.5,9.5,9.5,N/A,0,0,0,N/A
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,7,7,N/A,7,7,7,N/A,7,6,6,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,9,9,8,N/A,9.6666,9.6666,9.6666,N/A,8.6666,8.6666,8.6666,N/A,9.5,10,9.5,N/A,10,10,10,N/A
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,4,4,N/A,5,5,5,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,6,6,N/A,6,6,6,N/A,8,7,7,N/A,8,7,7,N/A,7,7,7,N/A,7,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,6,6,N/A,6,6,6,N/A,8,8,8,N/A,8,8,8,N/A,10,10,9,N/A,7,8,7,N/A,9,9,9,N/A,10,10,10,N/A,10,10,10,N/A,9.5,9.5,9.5,N/A,0,0,0,N/A
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,7,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,8,9,9,N/A,9,9,8,N/A,10,10,10,N/A,10,10,10,N/A,9.6666,9.6666,9.6666,N/A,10,10,10,N/A,10,10,10,N/A
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,6,6,N/A,7,6,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,9,8,9,N/A,9,9,9,N/A,7.6666,8.6666,8.6666,N/A,0,0,0,N/A,0,0,0,N/A
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,5,6,N/A,6,6,6,N/A,6,6,6,N/A,7,7,7,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,N/A,8,8,8,N/A,8,8,8,N/A,9.5,9,9.5,N/A,9.5,9.5,9.5,N/A
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6,7,7,N/A,7,8,7,N/A,8,7,8,N/A,9,8,8,N/A,9,9,9,N/A,9,9,9,N/A,7,9,8,N/A,9,10,9,N/A,10,10,10,N/A,10,10,10,N/A,10,10,10,N/A
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,4,3,N/A,6,5,5,N/A,5,4,3,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,7,6,N/A,5,6,5,N/A,7,7,7,N/A,8,8,8,N/A,9,9,8,N/A,9,9,9,N/A,7,8,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A
